group_id,user_id,user_id_from,event,datetime
110,12067,,add,2021-04-11 11:57:38
118,48898,,add,2021-04-11 11:57:51
219,166458,,leave,2021-04-11 11:59:04
108,152266,149488,add,2021-04-11 11:59:16
9,9214,,leave,2021-04-11 11:59:18
148,76020,,add,2021-04-11 11:59:33
23,24968,,add,2021-04-11 11:59:49
120,56602,,add,2021-04-11 12:00:13
65,1819,,add,2021-04-11 12:00:34
102,56117,53836,add,2021-04-11 12:01:46
156,149488,,add,2021-04-11 12:01:47
56,66083,,add,2021-04-11 12:02:34
18,166332,,add,2021-04-11 12:02:35
128,149488,,add,2021-04-11 12:03:41
72,112773,,add,2021-04-11 12:03:48
144,32944,,add,2021-04-11 12:04:28
236,126836,,add,2021-04-11 12:05:22
56,50141,,add,2021-04-11 12:05:37
60,115925,,add,2021-04-11 12:06:09
109,138130,,add,2021-04-11 12:06:58
2,76625,,leave,2021-04-11 12:07:24
39,149488,,add,2021-04-11 12:07:36
75,32818,,add,2021-04-11 12:09:12
118,121022,,add,2021-04-11 12:09:23
118,12475,,add,2021-04-11 12:10:59
231,37434,,add,2021-04-11 12:11:05
133,149488,,add,2021-04-11 12:12:32
108,127871,,add,2021-04-11 12:12:46
10,44318,104521,add,2021-04-11 12:12:49
117,12992,,add,2021-04-11 12:13:02
130,169994,,add,2021-04-11 12:13:09
72,105580,,add,2021-04-11 12:16:14
226,157510,,add,2021-04-11 12:16:20
49,56162,,add,2021-04-11 12:17:51
184,59850,,add,2021-04-11 12:17:58
203,149488,,add,2021-04-11 12:18:05
166,19707,,add,2021-04-11 12:18:17
108,128757,,add,2021-04-11 12:18:20
110,140560,,add,2021-04-11 12:18:33
219,120407,,add,2021-04-11 12:18:40
121,149488,,add,2021-04-11 12:19:21
3,117585,,add,2021-04-11 12:19:22
126,46800,,add,2021-04-11 12:19:52
7,162360,,add,2021-04-11 12:20:00
76,77664,,add,2021-04-11 12:20:42
225,149488,,add,2021-04-11 12:20:54
79,58239,,add,2021-04-11 12:21:04
249,149488,,add,2021-04-11 12:22:12
79,168302,,add,2021-04-11 12:22:28
76,10957,,add,2021-04-11 12:22:43
25,9353,126712,add,2021-04-11 12:22:49
192,36596,,add,2021-04-11 12:23:17
105,151138,,add,2021-04-11 12:23:20
209,149488,,leave,2021-04-11 12:23:49
38,47809,12687,add,2021-04-11 12:23:50
201,137251,,add,2021-04-11 12:23:55
108,150714,,add,2021-04-11 12:24:13
201,14764,,add,2021-04-11 12:24:50
121,87988,,add,2021-04-11 12:25:00
247,103862,,add,2021-04-11 12:25:02
65,127443,,add,2021-04-11 12:25:14
68,149488,,add,2021-04-11 12:25:29
212,122804,,add,2021-04-11 12:25:50
93,149488,,add,2021-04-11 12:26:01
181,78009,,leave,2021-04-11 12:26:29
118,104972,,add,2021-04-11 12:27:10
141,48019,,add,2021-04-11 12:27:36
73,73746,,add,2021-04-11 12:27:42
179,34487,,add,2021-04-11 12:27:51
55,149488,,leave,2021-04-11 12:28:25
199,95546,,add,2021-04-11 12:28:55
216,149488,,add,2021-04-11 12:29:40
225,19509,,add,2021-04-11 12:30:11
184,88120,,add,2021-04-11 12:30:24
181,149488,,leave,2021-04-11 12:30:42
85,149488,,add,2021-04-11 12:30:48
85,130838,,add,2021-04-11 12:31:46
220,108325,,add,2021-04-11 12:34:40
125,121968,,add,2021-04-11 12:35:04
171,149488,,add,2021-04-11 12:35:28
16,4423,,add,2021-04-11 12:35:42
149,147250,,add,2021-04-11 12:35:46
35,149488,,add,2021-04-11 12:36:40
177,51702,149488,add,2021-04-11 12:37:08
201,149488,,add,2021-04-11 12:37:23
118,146585,,add,2021-04-11 12:38:06
145,68096,,add,2021-04-11 12:39:13
220,90007,,add,2021-04-11 12:39:41
184,107130,,add,2021-04-11 12:40:20
232,47398,,add,2021-04-11 12:40:22
78,370,,add,2021-04-11 12:40:58
231,149488,,add,2021-04-11 12:41:19
3,145039,,add,2021-04-11 12:41:42
32,149488,,add,2021-04-11 12:42:02
39,29375,50497,add,2021-04-11 12:42:53
59,133655,,add,2021-04-11 12:43:10
162,8840,,add,2021-04-11 12:43:14
43,163542,,add,2021-04-11 12:43:45
68,77710,87565,add,2021-04-11 12:44:03
46,106501,,add,2021-04-11 12:44:43
146,74085,,add,2021-04-11 12:44:46
29,40758,,add,2021-04-11 12:44:53
103,149488,9637,add,2021-04-11 12:44:57
167,23830,109196,add,2021-04-11 12:45:05
111,31988,,leave,2021-04-11 12:46:57
54,107933,24538,add,2021-04-11 12:46:58
20,16548,,add,2021-04-11 12:47:08
98,11938,92637,add,2021-04-11 12:47:21
19,149488,149488,add,2021-04-11 12:47:23
249,138711,96936,add,2021-04-11 12:47:50
5,125297,,leave,2021-04-11 12:48:01
146,131001,,leave,2021-04-11 12:48:24
182,149488,,add,2021-04-11 12:48:50
218,149488,,add,2021-04-11 12:50:27
237,21857,,add,2021-04-11 12:51:22
241,139934,,add,2021-04-11 12:52:21
63,149488,,add,2021-04-11 12:52:23
198,149488,,leave,2021-04-11 12:52:53
58,149488,,leave,2021-04-11 12:53:29
244,21174,149488,add,2021-04-11 12:54:19
148,67462,,add,2021-04-11 12:54:39
94,38697,,add,2021-04-11 12:55:42
142,95246,154502,add,2021-04-11 12:55:57
114,102272,,add,2021-04-11 12:55:57
199,68740,,leave,2021-04-11 12:56:06
124,14764,,add,2021-04-11 12:56:26
119,149488,,add,2021-04-11 12:56:55
204,40129,,add,2021-04-11 12:56:58
8,27598,,add,2021-04-11 12:57:13
14,149488,,add,2021-04-11 12:57:50
163,127877,,add,2021-04-11 12:57:52
76,57170,,add,2021-04-11 12:57:59
68,149488,,add,2021-04-11 12:58:14
45,67176,,add,2021-04-11 12:59:41
98,24661,,add,2021-04-11 12:59:49
24,106339,,add,2021-04-11 13:00:44
52,11346,,leave,2021-04-11 13:00:46
221,79301,,add,2021-04-11 13:01:43
236,117078,,add,2021-04-11 13:01:44
167,144326,5132,add,2021-04-11 13:01:49
44,149488,,add,2021-04-11 13:01:52
154,107792,,leave,2021-04-11 13:02:12
44,143362,,add,2021-04-11 13:02:56
98,112716,,leave,2021-04-11 13:03:33
124,149488,,add,2021-04-11 13:03:41
93,16951,,leave,2021-04-11 13:03:44
236,149488,,add,2021-04-11 13:04:10
139,115067,,add,2021-04-11 13:04:56
132,14764,,add,2021-04-11 13:06:02
46,115037,,leave,2021-04-11 13:06:07
19,21107,,add,2021-04-11 13:07:14
225,135142,88781,add,2021-04-11 13:07:29
11,120342,149488,add,2021-04-11 13:07:36
222,149488,,add,2021-04-11 13:08:46
54,149488,145231,add,2021-04-11 13:08:58
219,139436,,add,2021-04-11 13:09:10
121,40949,21395,add,2021-04-11 13:09:37
171,14764,,add,2021-04-11 13:10:08
148,149488,,add,2021-04-11 13:10:48
117,9808,,add,2021-04-11 13:11:13
167,9041,,add,2021-04-11 13:11:40
202,149488,,add,2021-04-11 13:11:40
10,149488,,add,2021-04-11 13:12:16
137,84836,1227,add,2021-04-11 13:12:45
145,149488,,leave,2021-04-11 13:13:02
130,169994,,leave,2021-04-11 13:13:09
52,18554,,leave,2021-04-11 13:15:05
39,121878,,add,2021-04-11 13:15:52
94,72172,,add,2021-04-11 13:15:58
64,69218,,add,2021-04-11 13:16:11
124,149488,,add,2021-04-11 13:16:21
13,118261,,add,2021-04-11 13:16:25
244,92680,,add,2021-04-11 13:16:48
170,55162,109171,add,2021-04-11 13:17:03
39,83506,139011,add,2021-04-11 13:17:26
187,140189,,add,2021-04-11 13:17:58
8,12305,30607,add,2021-04-11 13:18:04
194,158442,,add,2021-04-11 13:18:51
161,67529,,add,2021-04-11 13:19:09
69,123495,,add,2021-04-11 13:20:16
118,149488,,add,2021-04-11 13:20:36
172,39722,,add,2021-04-11 13:21:12
176,120644,,add,2021-04-11 13:21:48
171,149488,,add,2021-04-11 13:22:08
120,149488,,add,2021-04-11 13:22:18
116,75493,119821,add,2021-04-11 13:22:19
0,132449,,leave,2021-04-11 13:22:35
93,88864,,add,2021-04-11 13:23:11
62,149488,,add,2021-04-11 13:23:42
13,65467,79710,add,2021-04-11 13:24:24
192,153780,,leave,2021-04-11 13:24:38
48,24988,,add,2021-04-11 13:24:53
238,149488,,add,2021-04-11 13:25:07
162,14099,,add,2021-04-11 13:25:19
209,90935,,add,2021-04-11 13:25:25
222,149488,,add,2021-04-11 13:26:00
138,42519,,leave,2021-04-11 13:26:29
132,63832,,add,2021-04-11 13:26:30
154,26158,162409,add,2021-04-11 13:26:33
98,145630,,leave,2021-04-11 13:27:57
156,34397,43690,add,2021-04-11 13:28:00
182,147212,,add,2021-04-11 13:28:12
93,102699,98243,add,2021-04-11 13:28:41
210,88409,,add,2021-04-11 13:28:57
171,149488,,add,2021-04-11 13:29:13
212,37113,,add,2021-04-11 13:29:15
202,44263,,add,2021-04-11 13:29:18
237,114269,,add,2021-04-11 13:29:21
173,149488,,add,2021-04-11 13:29:27
179,24950,,add,2021-04-11 13:29:28
102,41620,,add,2021-04-11 13:30:04
116,108865,,add,2021-04-11 13:30:24
19,76451,,add,2021-04-11 13:31:00
177,149488,,add,2021-04-11 13:32:24
76,149488,,add,2021-04-11 13:32:34
84,167223,,add,2021-04-11 13:32:35
47,12932,,add,2021-04-11 13:32:54
1,70162,,add,2021-04-11 13:33:02
124,66490,,add,2021-04-11 13:33:06
167,111683,,add,2021-04-11 13:33:06
87,92957,,add,2021-04-11 13:33:20
13,57977,,leave,2021-04-11 13:34:28
249,149488,,add,2021-04-11 13:36:01
10,114786,,add,2021-04-11 13:36:44
141,133579,,leave,2021-04-11 13:37:15
217,31021,,add,2021-04-11 13:37:37
2,136603,149488,add,2021-04-11 13:37:51
172,149488,,add,2021-04-11 13:37:56
21,5897,,add,2021-04-11 13:38:05
38,120690,,add,2021-04-11 13:39:07
165,149488,,add,2021-04-11 13:40:02
125,149488,88664,add,2021-04-11 13:40:16
212,131760,,add,2021-04-11 13:40:48
226,30296,,add,2021-04-11 13:42:17
38,10921,120268,add,2021-04-11 13:42:20
119,112522,,add,2021-04-11 13:42:22
40,121916,,add,2021-04-11 13:42:40
245,69699,,add,2021-04-11 13:42:48
182,149488,,add,2021-04-11 13:43:27
39,79118,,add,2021-04-11 13:43:28
69,21876,,add,2021-04-11 13:43:35
127,149488,,add,2021-04-11 13:43:39
7,149488,19953,add,2021-04-11 13:43:50
93,149488,,add,2021-04-11 13:44:05
139,149488,,add,2021-04-11 13:44:27
1,47398,,leave,2021-04-11 13:44:29
109,149488,,add,2021-04-11 13:45:06
207,57192,,leave,2021-04-11 13:45:18
224,897,,leave,2021-04-11 13:45:28
162,27860,,add,2021-04-11 13:45:32
128,149488,,leave,2021-04-11 13:45:35
111,149488,149488,add,2021-04-11 13:46:29
201,149488,,leave,2021-04-11 13:46:37
125,77554,,add,2021-04-11 13:46:43
18,154809,,add,2021-04-11 13:47:03
93,144839,,add,2021-04-11 13:48:29
80,153780,,add,2021-04-11 13:48:58
34,85481,,add,2021-04-11 13:49:22
106,149488,,add,2021-04-11 13:49:46
236,149488,149488,add,2021-04-11 13:49:56
121,122750,,add,2021-04-11 13:50:54
45,82766,,leave,2021-04-11 13:51:34
204,149488,,add,2021-04-11 13:52:03
139,3705,,add,2021-04-11 13:52:29
118,123444,149488,add,2021-04-11 13:52:32
32,117706,126781,add,2021-04-11 13:52:33
249,149488,74605,add,2021-04-11 13:52:35
161,56758,,add,2021-04-11 13:52:42
176,112522,101224,add,2021-04-11 13:53:46
75,81080,,add,2021-04-11 13:53:47
122,5145,,add,2021-04-11 13:54:50
71,162447,,add,2021-04-11 13:55:10
91,104190,,add,2021-04-11 13:55:18
70,91780,,add,2021-04-11 13:55:31
212,102051,,add,2021-04-11 13:55:32
132,114140,,leave,2021-04-11 13:55:33
120,149488,,add,2021-04-11 13:55:37
223,26555,79289,add,2021-04-11 13:55:44
148,149484,,add,2021-04-11 13:56:10
16,149488,,add,2021-04-11 13:56:31
72,15760,,add,2021-04-11 13:56:32
172,90007,77850,add,2021-04-11 13:56:35
23,149488,,add,2021-04-11 13:56:44
160,66239,,add,2021-04-11 13:56:47
166,118897,,add,2021-04-11 13:57:43
230,149488,,leave,2021-04-11 13:58:12
184,57425,,add,2021-04-11 13:58:31
148,11309,,add,2021-04-11 13:58:39
167,127447,,leave,2021-04-11 13:58:40
88,149488,,add,2021-04-11 13:58:52
3,61568,,add,2021-04-11 13:58:54
230,114748,,add,2021-04-11 13:59:02
128,136457,,add,2021-04-11 14:01:09
133,41507,,leave,2021-04-11 14:01:10
124,21174,,add,2021-04-11 14:02:06
30,72529,,leave,2021-04-11 14:02:18
213,149488,101308,add,2021-04-11 14:02:20
46,104889,,add,2021-04-11 14:02:30
118,14174,,add,2021-04-11 14:02:33
187,60987,,add,2021-04-11 14:02:55
238,149488,,add,2021-04-11 14:02:58
62,109655,,add,2021-04-11 14:03:57
47,13078,,add,2021-04-11 14:04:17
234,149488,,add,2021-04-11 14:04:21
8,149488,,add,2021-04-11 14:04:41
100,11033,,leave,2021-04-11 14:04:55
210,142459,149488,add,2021-04-11 14:05:49
141,111586,110206,add,2021-04-11 14:06:27
222,27213,,add,2021-04-11 14:06:29
201,5147,,add,2021-04-11 14:07:20
210,155704,149488,add,2021-04-11 14:07:35
8,93864,,add,2021-04-11 14:07:44
56,146463,,leave,2021-04-11 14:08:01
28,117743,,add,2021-04-11 14:08:28
1,141894,,add,2021-04-11 14:08:57
12,73719,,add,2021-04-11 14:09:38
156,149488,,leave,2021-04-11 14:10:35
176,121595,,add,2021-04-11 14:12:05
49,15408,,add,2021-04-11 14:12:56
127,61724,45863,add,2021-04-11 14:13:02
216,156985,,add,2021-04-11 14:13:05
137,27598,,add,2021-04-11 14:13:11
124,149488,,add,2021-04-11 14:13:20
19,37506,,add,2021-04-11 14:14:25
165,149488,,leave,2021-04-11 14:15:15
162,149488,,add,2021-04-11 14:16:00
127,149488,,add,2021-04-11 14:16:12
147,89691,,add,2021-04-11 14:16:50
70,37992,,add,2021-04-11 14:17:03
221,85256,,add,2021-04-11 14:17:16
98,6090,149488,add,2021-04-11 14:17:53
50,14764,149488,add,2021-04-11 14:17:57
47,977,,add,2021-04-11 14:18:23
165,51024,82403,add,2021-04-11 14:18:43
40,149488,,add,2021-04-11 14:19:30
201,49018,,leave,2021-04-11 14:20:54
165,149488,,add,2021-04-11 14:21:04
156,155649,149488,add,2021-04-11 14:21:21
20,63798,,add,2021-04-11 14:21:46
215,27598,131760,add,2021-04-11 14:21:59
176,133085,,add,2021-04-11 14:22:06
243,33950,82168,add,2021-04-11 14:22:31
43,56777,88448,add,2021-04-11 14:22:43
249,21266,,leave,2021-04-11 14:22:51
137,149488,46716,add,2021-04-11 14:23:08
233,14078,,leave,2021-04-11 14:23:16
70,84262,,leave,2021-04-11 14:23:17
154,46765,,create,2021-04-11 14:23:28
154,46765,,add,2021-04-11 14:23:29
183,9648,,add,2021-04-11 14:24:01
76,109275,149488,add,2021-04-11 14:24:15
204,10787,,add,2021-04-11 14:24:22
64,147250,,add,2021-04-11 14:24:33
236,149488,,add,2021-04-11 14:25:41
64,131139,,leave,2021-04-11 14:25:45
127,149488,,add,2021-04-11 14:25:53
231,23406,,add,2021-04-11 14:26:56
93,15860,,add,2021-04-11 14:27:30
52,60234,,add,2021-04-11 14:27:38
242,68960,,add,2021-04-11 14:29:03
125,149488,,add,2021-04-11 14:29:58
17,92318,,add,2021-04-11 14:30:18
44,149488,,add,2021-04-11 14:30:44
52,149488,,add,2021-04-11 14:31:15
178,135206,,add,2021-04-11 14:31:42
161,131991,31456,add,2021-04-11 14:32:00
118,149488,,add,2021-04-11 14:32:03
79,69053,,add,2021-04-11 14:32:16
98,57767,,add,2021-04-11 14:33:43
232,68464,100297,add,2021-04-11 14:33:45
25,98059,,add,2021-04-11 14:34:22
147,149488,149488,add,2021-04-11 14:34:38
116,14764,623,add,2021-04-11 14:35:22
237,149488,,add,2021-04-11 14:35:50
133,128081,,leave,2021-04-11 14:35:55
62,149488,,add,2021-04-11 14:36:07
24,27598,,add,2021-04-11 14:36:13
126,46755,,add,2021-04-11 14:36:22
165,132820,,add,2021-04-11 14:36:35
137,128443,,add,2021-04-11 14:37:37
70,155066,,add,2021-04-11 14:37:42
231,149488,,add,2021-04-11 14:37:52
78,92641,,add,2021-04-11 14:38:26
60,35850,,add,2021-04-11 14:39:47
54,82911,,add,2021-04-11 14:40:58
190,102165,82588,add,2021-04-11 14:40:59
18,149488,149488,add,2021-04-11 14:41:02
148,129026,,add,2021-04-11 14:41:28
79,90399,,leave,2021-04-11 14:42:08
177,69792,,add,2021-04-11 14:42:26
177,106533,57084,add,2021-04-11 14:42:43
239,149488,,add,2021-04-11 14:43:47
123,117063,,add,2021-04-11 14:44:18
